NAME                                              	CHART VERSION	APP VERSION	DESCRIPTION                                       
prometheus-community/kube-prometheus-stack        	39.2.1       	0.58.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	39.2.0       	0.58.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	39.1.0       	0.58.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	39.0.0       	0.58.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	38.0.3       	0.57.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	38.0.2       	0.57.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	38.0.1       	0.57.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	38.0.0       	0.57.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	37.3.0       	0.57.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	37.2.0       	0.57.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	37.1.0       	0.57.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	37.0.0       	0.57.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	36.6.2       	0.57.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	36.6.1       	0.57.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	36.6.0       	0.57.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	36.5.1       	0.57.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	36.5.0       	0.57.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	36.4.0       	0.57.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	36.3.1       	0.57.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	36.3.0       	0.57.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	36.2.1       	0.57.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	36.2.0       	0.57.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	36.1.0       	0.57.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	36.0.3       	0.57.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	36.0.2       	0.57.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	36.0.1       	0.57.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	36.0.0       	0.57.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	35.6.2       	0.56.3     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	35.6.1       	0.56.3     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	35.6.0       	0.56.3     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	35.5.4       	0.56.3     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	35.5.3       	0.56.3     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	35.5.2       	0.56.3     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	35.5.1       	0.56.3     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	35.5.0       	0.56.3     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	35.4.2       	0.56.2     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	35.4.1       	0.56.2     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	35.4.0       	0.56.2     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	35.3.1       	0.56.2     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	35.3.0       	0.56.2     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	35.2.0       	0.56.2     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	35.1.0       	0.56.2     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	35.0.3       	0.56.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	35.0.2       	0.56.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	35.0.1       	0.56.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	35.0.0       	0.56.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	34.10.0      	0.55.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	34.9.1       	0.55.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	34.9.0       	0.55.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	34.8.0       	0.55.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	34.7.1       	0.55.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	34.7.0       	0.55.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	34.6.0       	0.55.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	34.5.1       	0.55.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	34.5.0       	0.55.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	34.3.0       	0.55.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	34.2.0       	0.55.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	34.1.1       	0.55.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	34.1.0       	0.55.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	34.0.0       	0.55.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	33.2.1       	0.54.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	33.2.0       	0.54.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	33.1.0       	0.54.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	33.0.0       	0.54.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	32.4.0       	0.54.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	32.3.0       	0.54.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	32.2.1       	0.54.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	32.2.0       	0.54.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	32.1.0       	0.54.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	32.0.3       	0.54.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	32.0.2       	0.54.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	32.0.1       	0.54.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	32.0.0       	0.54.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	31.0.2       	0.53.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	31.0.1       	0.53.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	31.0.0       	0.53.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	30.2.0       	0.53.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	30.1.0       	0.53.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	30.0.3       	0.53.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	30.0.2       	0.53.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	30.0.1       	0.53.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	30.0.0       	0.53.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	29.0.1       	0.53.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	29.0.0       	0.53.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	28.0.2       	0.53.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	28.0.1       	0.53.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	28.0.0       	0.53.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	27.2.2       	0.53.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	27.2.1       	0.53.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	27.2.0       	0.53.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	27.1.0       	0.53.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	27.0.1       	0.53.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	27.0.0       	0.53.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	26.2.0       	0.53.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	26.1.0       	0.53.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	26.0.0       	0.53.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	25.2.0       	0.53.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	25.1.0       	0.53.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	25.0.0       	0.53.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	24.0.1       	0.52.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	24.0.0       	0.52.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	23.3.2       	0.52.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	23.3.1       	0.52.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	23.3.0       	0.52.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	23.2.0       	0.52.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	23.1.6       	0.52.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	23.1.5       	0.52.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	23.1.4       	0.52.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	23.1.3       	0.52.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	23.1.2       	0.52.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	23.1.1       	0.52.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	23.1.0       	0.52.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	23.0.0       	0.52.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	22.1.0       	0.52.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	22.0.0       	0.52.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	21.0.5       	0.52.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	21.0.4       	0.52.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	21.0.3       	0.52.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	21.0.2       	0.52.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	21.0.1       	0.52.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	21.0.0       	0.52.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	20.1.0       	0.52.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	20.0.1       	0.52.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	20.0.0       	0.52.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	19.3.0       	0.50.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	19.2.3       	0.50.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	19.2.2       	0.50.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	19.2.1       	0.50.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	19.1.0       	0.50.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	19.0.3       	0.50.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	19.0.2       	0.50.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	19.0.1       	0.50.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	19.0.0       	0.50.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	18.1.1       	0.50.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	18.1.0       	0.50.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	18.0.13      	0.50.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	18.0.12      	0.50.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	18.0.11      	0.50.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	18.0.10      	0.50.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	18.0.9       	0.50.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	18.0.8       	0.50.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	18.0.7       	0.50.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	18.0.6       	0.50.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	18.0.5       	0.50.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	18.0.3       	0.50.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	18.0.2       	0.50.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	18.0.1       	0.50.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	18.0.0       	0.50.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	17.2.2       	0.49.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	17.2.1       	0.49.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	17.2.0       	0.49.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	17.1.3       	0.49.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	17.1.2       	0.49.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	17.1.1       	0.49.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	17.1.0       	0.49.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	17.0.3       	0.49.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	17.0.2       	0.49.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	17.0.1       	0.49.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	17.0.0       	0.49.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	16.15.0      	0.48.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	16.14.1      	0.48.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	16.14.0      	0.48.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	16.13.0      	0.48.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	16.12.2      	0.48.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	16.12.1      	0.48.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	16.12.0      	0.48.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	16.11.0      	0.48.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	16.10.0      	0.48.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	16.9.3       	0.48.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	16.9.2       	0.48.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	16.9.1       	0.48.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	16.9.0       	0.48.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	16.8.0       	0.48.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	16.7.1       	0.48.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	16.7.0       	0.48.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	16.6.4       	0.48.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	16.6.3       	0.48.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	16.6.2       	0.48.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	16.6.1       	0.48.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	16.6.0       	0.48.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	16.5.0       	0.48.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	16.4.1       	0.48.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	16.4.0       	0.48.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	16.3.2       	0.48.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	16.3.1       	0.48.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	16.3.0       	0.48.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	16.2.0       	0.48.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	16.1.2       	0.48.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	16.1.1       	0.48.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	16.1.0       	0.48.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	16.0.1       	0.47.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	16.0.0       	0.47.1     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	15.4.6       	0.47.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	15.4.5       	0.47.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	15.4.4       	0.47.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	15.4.3       	0.47.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	15.4.2       	0.47.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	15.4.1       	0.47.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	15.4.0       	0.47.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	15.3.1       	0.47.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	15.3.0       	0.47.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	15.2.4       	0.47.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	15.2.3       	0.47.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	15.2.2       	0.47.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	15.2.1       	0.47.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	15.2.0       	0.47.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	15.1.3       	0.47.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	15.1.2       	0.47.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	15.1.1       	0.47.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	15.1.0       	0.47.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	15.0.0       	0.47.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	14.9.0       	0.46.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	14.8.2       	0.46.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	14.8.1       	0.46.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	14.8.0       	0.46.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	14.7.2       	0.46.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	14.7.1       	0.46.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	14.7.0       	0.46.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	14.6.2       	0.46.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	14.6.1       	0.46.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	14.6.0       	0.46.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	14.5.0       	0.46.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	14.4.0       	0.46.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	14.3.0       	0.46.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	14.2.0       	0.46.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	14.1.2       	0.46.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	14.1.1       	0.46.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	14.1.0       	0.46.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	14.0.1       	0.46.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	14.0.0       	0.46.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	13.13.1      	0.45.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	13.13.0      	0.45.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	13.12.0      	0.45.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	13.11.0      	0.45.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	13.10.0      	0.45.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	13.9.1       	0.45.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	13.9.0       	0.45.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	13.8.0       	0.45.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	13.7.2       	0.45.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	13.7.1       	0.45.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	13.7.0       	0.45.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	13.6.0       	0.45.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	13.5.1       	0.45.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	13.5.0       	0.45.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	13.4.1       	0.45.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	13.4.0       	0.45.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	13.3.0       	0.45.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	13.2.1       	0.45.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	13.2.0       	0.45.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	13.1.2       	0.45.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	13.1.1       	0.45.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	13.0.5       	0.45.0     	kube-prometheus-stack collects Kubernetes manif...
prometheus-community/kube-prometheus-stack        	13.0.4       	0.45.0     	kube-prometheus-stack collects Kubernetes manif...
